id	huzasid	talalat	darab	ertek
1624	574	4	2236	5005
1625	443	5	14	478328
1628	1129	3	43951	1255
1629	512	7	1	10281375
1630	575	5	110	104360
1631	707	4	2999	3881
1632	729	4	3654	3750
1633	1123	5	53	327420
1634	402	4	2607	2701
1635	841	5	70	355805
1636	841	4	4022	6195
1637	1022	4	3335	5400
1638	853	5	64	487440
1639	536	7	1	9575837
1640	491	4	3804	2043
1641	907	3	33867	1435
1642	941	3	39450	1280
1643	504	3	52541	715
1644	825	3	37867	1365
1645	463	5	28	273062
1646	640	3	53908	712
1647	376	7	1	8037253
1648	605	3	50889	952
1649	1036	5	45	402210
1650	518	7	1	9240290
1651	506	4	4722	3187
1652	669	4	3636	3155
1653	373	5	34	215320
1654	934	3	36802	1370
1657	945	3	53501	1065
1659	602	5	71	202544
1660	582	4	3551	3001
1661	1059	3	38747	1525
1662	573	3	42966	1303
1663	1101	5	43	398625
1664	348	4	5502	1330
1665	559	7	1	10423329
1666	364	7	1	8666850
1667	1083	3	34627	1650
1668	643	5	27	378153
1669	1046	4	2226	11975
1670	686	5	84	176715
1671	622	5	26	423142
1672	947	4	2105	7810
1673	356	4	2914	2474
1675	746	5	47	261833
1676	467	4	1328	7706
1677	1074	5	62	233860
1678	873	3	50862	1140
1679	427	3	31909	679
1680	629	6	1	240913273
1681	393	4	2294	3357
1682	1055	5	40	375300
1683	912	3	43517	1030
1684	828	5	81	160685
1685	696	3	48395	869
1686	658	4	1595	6983
1687	543	7	1	27604227
1688	446	3	44270	589
1689	632	4	3004	3840
1690	1082	3	40566	1420
1691	308	3	58199	377
1692	678	4	1812	6785
1693	801	3	48284	955
1694	733	4	3756	3490
1695	632	5	53	217646
1696	722	3	82034	843
1697	822	3	38077	1275
1698	1119	5	67	250455
1699	664	5	55	233977
1700	643	7	1	10210131
1701	895	6	2	60766885
1702	860	4	3846	4500
1703	973	3	27405	1630
1704	922	3	46249	1030
1705	1048	5	21	849870
1706	734	4	2574	5115
1707	569	7	1	12695469
1708	573	4	1966	8138
1709	929	4	2921	5985
1710	919	3	49054	980
1711	700	6	1	40282572
1712	915	4	2425	6545
1713	880	4	3371	5265
1714	645	7	4	5491786
1715	981	3	40242	1400
1716	567	5	76	132414
1718	706	5	34	401185
1719	535	7	2	4738797
1720	693	4	2041	6940
1721	882	3	43982	1150
1722	448	3	56113	472
1723	647	7	1	11041331
1724	684	5	25	637462
1725	917	3	61015	835
1726	867	5	103	192415
1727	701	4	3953	2984
1728	625	5	16	668992
1729	673	5	53	239232
1730	607	4	2415	5183
1731	850	5	126	253270
1732	679	7	2	18769694
1733	567	4	3196	3149
1734	1050	5	65	296935
1735	687	7	1	11848297
1736	468	5	74	111792
1737	410	3	44678	542
1738	882	4	2464	5875
1739	652	7	5	2270557
1740	763	5	42	354444
1741	434	3	47109	509
1742	482	5	32	220248
1743	661	3	44239	953
1744	694	7	2	5496111
1745	573	6	1	594484894
1746	527	4	3204	3925
1747	380	3	51164	594
1748	584	7	2	11254175
1749	855	3	117491	1140
1750	353	4	3064	2472
1751	558	7	1	24832398
1752	891	5	46	308730
1753	440	5	48	139954
1754	421	3	37470	613
1755	747	5	39	321372
1756	991	5	53	274510
1757	869	4	2236	7925
1758	869	5	49	361535
1759	624	7	6	5524665
1760	672	3	46770	937
1761	711	5	37	330083
1762	1122	4	2494	6485
1763	754	3	49362	1005
1764	1086	4	3667	4980
1765	416	5	12	520366
1766	686	3	58402	890
1767	1044	4	3135	7550
1768	846	4	5078	5195
1770	1089	4	3491	5720
1771	346	4	4522	1561
1772	990	3	40246	1315
1773	642	3	43020	894
1774	482	3	36616	674
1775	1009	4	1833	9170
1776	788	3	67904	797
1777	1042	5	48	481195
1778	411	5	28	243538
1779	684	4	2444	6521
1780	621	3	40318	960
1781	320	5	127	45076
1782	718	4	3093	5601
1783	1086	5	101	180750
1784	925	5	37	336235
1785	1033	5	32	492860
1786	626	5	45	231076
1787	337	7	2	6573286
1788	340	5	98	95579
1789	547	5	33	326289
1790	923	6	1	178758515
1791	906	3	65913	785
1792	700	4	3968	2091
1793	526	5	123	82688
1794	595	4	2616	4889
1795	760	5	44	311187
1796	744	3	36282	1190
1797	1011	5	37	477935
1798	1066	5	58	258855
1799	757	3	47936	944
1800	1091	5	45	357935
1801	885	3	58866	855
1803	651	4	2208	4408
1804	396	4	1619	4335
1805	1070	3	39672	1300
1806	1043	4	2638	8950
1807	758	4	3081	4488
1808	695	5	35	331425
1809	348	3	76882	332
1811	775	3	74681	1057
1812	299	5	26	236353
1813	451	7	3	4944989
1814	347	4	4015	1548
1815	452	5	80	102117
1816	510	7	4	7603298
1817	971	4	2426	5495
1819	484	6	1	74992194
1820	297	4	2079	2562
1821	907	5	35	396885
1822	570	4	3566	3917
1823	317	5	41	152204
1824	1055	4	2530	5935
1825	419	4	2137	2995
1826	526	3	72872	488
1827	798	5	45	298810
1828	399	5	53	124580
1829	940	4	3515	4140
1830	1061	5	64	269730
1831	1051	4	2639	6800
1832	498	5	38	244669
1833	802	4	3255	4236
1834	893	4	2216	7565
1835	359	3	48431	532
1836	921	4	2298	5120
1837	312	3	67370	342
1838	481	7	5	1471211
1839	782	5	122	248269
1840	735	5	89	151687
1841	711	7	1	37217105
1842	754	4	2710	5231
1843	709	4	1940	5921
1844	669	7	1	22970282
1847	1088	5	83	239645
1848	552	4	4248	3757
1849	833	5	102	153855
1850	926	3	36779	1180
1852	398	3	42680	559
1853	551	4	4169	3653
1854	675	5	21	579598
1855	1023	6	2	224457455
1856	813	5	34	436210
1857	596	5	62	218031
1858	464	3	34549	817
1859	786	3	45452	1155
1860	619	3	43234	933
1861	881	4	2369	6215
1862	506	7	7	3748669
1863	728	5	67	204131
1864	383	7	1	8603470
1865	699	4	3554	3270
1866	928	3	44246	1240
1867	302	4	8646	916
1868	375	7	3	2605627
1869	319	5	38	147666
1870	1071	5	104	151320
1871	987	4	3259	4295
1872	554	4	2253	5953
1873	665	3	70179	650
1874	352	3	58088	430
1875	476	5	23	328616
1876	475	7	2	7440973
1877	352	7	2	7104329
1878	579	3	43418	919
1879	522	4	2061	4482
1880	653	7	1	10501693
1881	651	3	38356	888
1882	1104	3	47899	1275
1883	884	4	2950	5360
1884	768	4	4668	4000
1886	533	3	49957	646
1887	391	4	3195	2304
1888	925	3	38342	1135
1889	592	5	53	220927
1891	960	5	48	266180
1892	681	7	1	26447646
1893	414	3	33963	706
1894	313	5	93	69472
1895	433	3	35489	617
1897	788	4	5119	3019
1898	1068	4	2665	5595
1899	366	3	40538	632
1900	445	4	2060	3521
1901	300	4	3146	2083
1902	605	7	1	13848921
1903	742	7	3	5337625
1904	688	5	13	932926
1905	843	3	102314	790
1906	305	7	2	4268912
1907	542	5	52	172128
1908	601	5	93	148667
1909	431	5	50	125550
1910	446	6	1	225775505
1911	675	7	1	12171568
1912	341	5	75	110596
1913	724	4	1961	6996
1914	748	3	45264	967
1915	435	3	43472	601
1916	721	3	67342	1001
1918	507	5	128	137106
1920	748	5	52	240416
1921	302	3	109049	254
1922	311	4	2873	2235
1923	834	4	2365	6650
1924	1092	5	39	413755
1926	1030	5	111	131820
1928	927	3	41165	1140
1929	408	4	2278	2943
1930	1113	5	19	889300
1931	985	3	42028	1210
1932	443	3	31294	749
1933	502	5	26	391438
1934	699	6	1	81689980
1935	1076	4	2358	6745
1936	562	3	40235	879
1937	1112	5	44	363655
1938	1047	5	28	623400
1939	837	5	62	288435
1940	698	3	41939	978
1941	747	7	1	50992729
1942	553	4	6263	2071
1943	714	4	1967	6565
1944	710	4	2778	4866
1945	879	5	25	603485
1946	664	3	50032	900
1948	773	4	3551	6218
1949	780	5	51	502719
1950	389	5	134	57340
1951	497	4	2586	3315
1952	859	3	61333	1040
1953	394	7	1	7343281
1954	1037	3	50162	1165
1955	718	3	58738	1032
1956	337	5	77	86360
1957	452	4	3512	2326
1958	1028	4	3181	5360
1959	916	4	1905	7660
1960	401	7	3	2231139
1961	810	4	3057	6178
1962	740	7	1	13919655
1963	947	3	40015	1440
1964	686	6	1	562042703
1965	826	5	63	263115
1966	512	3	47973	750
1967	874	4	2484	6585
1968	733	7	1	27189968
1969	1114	5	37	476590
1970	725	5	74	181225
1971	483	5	35	200895
1972	370	5	36	194658
1973	634	5	36	287611
1974	1022	5	61	295265
1975	708	3	36397	1080
1976	951	5	56	242775
1977	513	5	25	419162
1979	726	7	1	13122604
1980	908	5	80	178675
1981	636	5	15	713317
1982	904	4	2096	6515
1983	594	3	48605	890
1984	479	6	1	185374983
1985	409	7	1	6866474
1986	798	4	2341	5744
1987	439	4	2120	3440
1988	1094	4	1184	12235
1989	542	3	40163	780
1990	771	5	56	422297
1991	772	5	86	248274
1992	706	4	2170	6286
1993	727	5	48	277044
1994	516	5	43	216864
1995	1037	4	2927	5700
1996	406	4	4556	1663
1997	779	7	4	6191423
1998	821	3	39744	1220
1999	367	6	1	51629562
2000	507	4	6252	2807
2001	976	6	1	561613050
2002	543	4	1981	4500
2003	678	5	25	491784
2004	454	4	1463	4651
2005	762	7	4	7684453
2006	799	5	60	218467
2007	473	4	1218	6002
2008	404	7	5	2885484
2009	773	7	2	11040318
2011	373	4	1770	4131
2012	646	4	2582	4224
2013	901	3	55420	900
2015	900	3	45563	1025
2016	981	5	50	321675
2017	430	5	48	125383
2018	974	3	46149	1395
2019	902	4	5314	3050
2020	504	7	2	5368484
2021	361	5	67	111104
2022	600	6	2	214199110
2023	1052	4	2855	6255
2024	472	5	49	162647
2025	1075	4	2705	5730
2026	606	3	67244	653
2028	597	3	46653	1054
2029	732	5	51	276080
2030	980	3	55470	1060
2031	1111	3	52914	1130
2032	910	5	45	335360
2033	574	5	38	294528
2034	407	3	42901	552
2035	645	4	4262	2642
2036	762	5	84	197607
2037	1101	3	47412	1265
2038	453	5	30	261834
2039	304	4	3457	2328
2040	875	4	2186	7705
2041	955	3	45017	1095
2042	847	4	3845	6965
2043	653	5	32	328178
2044	1105	3	41756	1535
2045	903	4	1535	9070
2046	782	4	6997	4329
2047	921	3	38741	1065
2048	388	4	5075	1588
2049	640	4	3201	3425
2050	477	4	2001	3821
2051	593	4	4574	2676
2052	311	3	61495	365
2053	592	4	3314	3533
2054	446	4	2497	2983
2055	978	3	30516	1620
2056	421	7	1	6560480
2057	622	3	44537	865
2058	380	5	46	189305
2059	766	4	2769	6163
2060	629	3	53495	816
2061	499	4	2064	4795
2062	740	5	63	220947
2063	672	7	3	4172962
2064	620	5	46	236127
2065	383	5	39	220602
2066	318	5	99	56703
2067	969	3	33104	1315
2068	720	4	3379	5538
2069	548	5	79	147606
2070	862	4	2880	5805
2071	343	5	155	49304
2072	1116	5	173	116500
2073	1130	4	2277	6525
2074	566	3	53998	739
2075	721	5	81	237571
2076	350	7	3	2319076
2077	692	6	1	251770362
2078	596	3	56850	832
2079	753	5	84	178827
2080	466	4	5087	1640
2081	367	3	41596	620
2082	1128	6	1	217635265
2083	838	5	37	516905
2084	552	3	72584	770
2085	532	5	72	128013
2086	647	3	47306	817
2087	1126	3	33835	1560
2088	833	3	57858	950
2089	591	7	3	3999235
2090	545	7	1	19016960
2091	342	3	57172	459
2092	554	7	1	13411172
2093	405	3	57775	443
2094	1001	4	2169	6510
2096	602	6	1	98723054
2098	1071	3	60512	910
2099	589	7	1	11573048
2100	600	4	4020	3628
2101	711	3	41731	1024
2102	448	4	3698	2046
2103	495	5	42	177469
2104	328	7	1	5764818
2105	683	4	3021	4527
2106	323	3	52609	439
2107	1094	3	25163	2015
2108	706	3	37569	1271
2109	1089	3	52729	1325
2110	591	5	188	63818
2111	865	3	58351	950
2112	1049	5	38	500265
2113	360	6	1	52765239
2114	503	4	3398	3096
2115	424	7	1	19863312
2116	534	3	35432	941
2117	1070	5	49	300305
2118	1029	5	48	340385
2119	1084	5	51	353280
2120	1040	4	3817	5635
2121	654	3	47962	877
2122	872	3	97201	795
2123	1047	4	1309	13335
2124	736	7	1	13719957
2125	763	4	2156	6905
2126	447	7	2	3320848
2128	609	5	37	327774
2129	399	7	1	20382113
2130	984	4	2411	6335
2131	749	4	2196	5816
2132	400	5	52	138563
2133	814	5	61	274955
2134	995	5	90	155970
2135	366	5	42	175075
2136	630	5	69	163019
2137	658	7	1	11137619
2138	870	4	2689	6845
2139	790	7	1	15332827
2140	790	3	57737	929
2141	901	5	82	173610
2142	1120	5	26	629975
2143	878	5	72	237075
2144	1003	3	34200	1480
2146	890	3	43066	1155
2147	582	3	52884	705
2148	387	4	3349	2456
2149	310	5	104	62615
2150	547	4	2784	3868
2151	982	5	101	174305
2152	955	4	3065	4595
2153	477	5	40	191157
2154	478	3	35839	735
2155	464	7	4	7625762
2156	461	6	1	145988148
2157	612	7	2	12468767
2158	868	4	5044	3990
2159	413	5	21	319034
2160	589	3	38065	1064
2161	304	7	1	16013928
2162	949	6	1	700438315
2163	878	4	3146	5425
2164	666	3	47299	835
2165	653	3	36363	1011
2166	597	5	40	351167
2167	611	4	5214	2533
2168	727	3	40287	1155
2169	494	4	2625	2903
2170	615	3	61174	708
2171	839	4	5201	3845
2172	739	5	48	273088
2173	310	4	4701	1385
2174	1085	4	2781	7090
2175	462	3	35716	786
2176	340	3	75205	427
2177	1067	3	41926	1405
2178	420	4	2185	3019
2179	733	3	56975	805
2180	1030	4	3539	4135
2181	556	4	2410	5458
2182	692	7	1	12436011
2183	312	4	4899	1344
2184	560	5	20	504612
2185	768	5	126	148209
2186	754	5	51	277956
2187	470	5	44	180607
2188	334	4	1709	3457
2189	900	5	74	180295
2190	593	3	62052	690
2191	1051	5	69	260055
2192	726	4	1689	7769
2193	330	3	46035	439
2194	1091	3	38033	1480
2195	301	7	1	19641081
2196	481	5	86	85536
2197	368	3	38064	646
2198	715	7	1	44201524
2199	667	7	1	22817371
2200	333	3	43127	470
2201	394	5	52	141217
2203	301	3	74296	327
2204	895	3	43786	1085
2205	846	3	90205	1025
2206	935	4	1959	7230
2207	515	4	2287	4650
2208	1097	3	37113	1485
2209	508	3	47068	727
2210	811	4	3706	4788
2211	1043	3	50284	1645
2212	649	5	33	338355
2213	758	7	3	4609160
2214	491	5	58	134001
2215	1107	3	68715	1070
2216	542	4	2403	3725
2217	400	4	2534	2843
2218	764	5	29	545839
2219	599	3	55269	887
2221	514	3	48987	754
2222	522	5	38	243085
2223	504	4	3056	3513
2224	1015	5	72	230785
2225	765	3	72919	766
2226	759	4	1558	8768
2227	728	4	2912	4697
2229	1039	4	2188	8435
2230	896	5	27	490140
2231	1027	3	27609	2005
2232	591	4	6128	1958
2233	329	3	51304	370
2234	403	3	47113	534
2235	971	3	38882	1200
2236	752	3	41646	1178
2237	586	4	3941	2964
2238	545	4	2400	4091
2239	996	3	46247	1115
2240	800	5	104	123508
2241	742	6	3	176547220
2242	1079	5	22	684095
2243	537	5	25	386066
2244	1065	3	48732	1325
2245	945	5	54	300800
2246	693	7	1	14164718
2248	455	5	19	360363
2249	1001	5	44	321025
2250	559	3	42234	864
2251	469	3	53058	523
2252	374	4	2082	3586
2253	1063	3	50041	1350
2254	568	3	56660	783
2255	641	3	63589	727
2256	870	3	53388	1205
2257	691	4	1890	6160
2258	961	4	1326	9390
2259	539	3	36372	920
2260	455	3	36478	657
2262	423	4	2963	2361
2263	535	4	2450	3868
2264	986	3	54649	940
2265	601	4	4827	2864
2266	714	5	25	516556
2267	588	3	57803	751
2268	991	4	2472	5885
2269	514	5	63	167463
2270	760	3	50570	948
2271	854	5	82	424525
2272	422	5	89	76559
2273	512	4	2644	3889
2274	418	4	1855	3345
2275	1089	6	1	954563095
2276	306	3	103238	348
2277	356	7	1	7211519
2278	614	3	61182	700
2279	1084	3	52877	1195
2280	770	5	76	269012
2281	970	3	45596	1000
2282	515	6	1	181842799
2283	1122	3	41773	1355
2284	858	3	59987	1090
2285	1000	4	1549	8815
2286	472	3	42845	651
2287	491	7	1	15531216
2288	1128	5	68	252625
2289	555	7	3	4424803
2290	424	5	46	131625
2291	415	6	1	214380238
2292	777	3	75127	1012
2293	750	5	25	510564
2294	660	5	24	462247
2295	597	7	3	4682230
2298	737	5	66	206027
2299	921	5	50	235255
2300	860	6	1	324984730
2301	1059	4	2009	8405
2303	818	3	34885	1580
2304	509	5	53	189345
2305	934	5	25	575295
2306	448	7	1	7565609
2307	608	3	29974	1333
2308	919	4	2863	4810
2309	758	5	52	265913
2310	386	4	2910	3298
2311	525	5	47	210207
2312	712	5	28	446278
2313	955	5	93	151395
2314	804	5	102	136785
2316	563	4	2129	5022
2318	633	7	1	11137435
2319	506	5	99	152028
2320	1100	3	58601	980
2321	617	7	2	5843121
2322	977	5	18	788195
2323	324	4	2815	2315
2325	455	6	1	47781196
2326	947	5	32	513670
2327	405	4	4580	1598
2328	734	5	38	346466
2329	685	3	56595	908
2330	469	7	4	1980747
2331	514	7	1	10550185
2332	765	7	3	10598979
2333	471	4	3787	2137
2334	1111	6	1	76734720
2335	670	3	77482	594
2336	1125	6	1	679464400
2337	831	5	39	394500
2338	661	4	2885	4176
2339	497	5	41	209072
2340	479	3	39598	711
2341	650	4	2503	4428
2342	812	4	3320	5356
2344	598	7	3	4760118
2345	933	4	2502	5795
2346	849	3	84171	1235
2347	1126	4	1775	8495
2348	434	5	57	120212
2349	905	5	77	184905
2350	478	4	1735	4338
2351	1042	3	53186	1520
2352	1109	4	5192	4525
2353	876	5	93	218105
2354	650	7	2	11124205
2355	1125	5	62	282755
2356	563	5	30	356424
2357	881	5	25	588935
2358	897	4	2251	6265
2359	904	3	40564	1180
2360	902	3	70272	805
2361	591	6	2	61370889
2362	1075	5	53	292450
2363	801	4	2549	5170
2364	449	7	2	3586480
2365	1119	4	2952	5685
2366	1090	3	40126	1390
2367	1122	5	17	951345
2368	507	7	7	2507079
2369	598	4	3528	4048
2370	844	3	86614	995
2371	975	3	29346	1980
2373	456	4	2573	2552
2374	822	5	35	396340
2375	509	3	41628	844
2376	426	5	25	244004
2377	715	3	59959	1047
2378	825	4	1973	7495
2379	782	3	119292	889
2380	977	3	24010	2070
2381	1014	3	39502	1340
2382	809	5	44	333487
2383	562	7	2	5055158
2384	533	7	3	3073072
2385	369	3	32315	732
2386	1031	5	35	420795
2387	1081	4	2372	6810
2388	1115	5	54	354850
2389	427	4	1890	3275
2390	1057	4	1767	8625
2391	659	7	1	11034020
2392	735	7	1	13500144
2393	490	4	1851	4192
2394	671	4	1684	6956
2395	906	6	2	96006680
2396	708	7	1	11233158
2397	576	3	59324	690
2398	338	3	48734	297
2399	885	4	4003	3585
2400	1058	3	44129	1400
2401	458	7	1	7928334
2403	338	4	2719	3946
2404	632	3	50345	802
2405	1069	3	32000	1585
2406	401	4	5102	1312
2407	324	7	2	3258469
2408	615	4	4760	2598
2410	1076	5	49	324550
2411	825	5	29	509965
2412	1059	5	42	402120
2413	808	5	83	175191
2414	555	5	99	134085
2415	768	3	70024	933
2416	644	4	2914	3674
2417	630	3	49495	795
2418	725	3	59066	795
2419	327	5	73	82517
2420	925	4	2291	5430
2421	584	5	42	273854
2422	834	5	35	449340
2423	330	5	74	77986
2424	1056	5	51	293175
2425	364	6	1	128544097
2426	388	5	144	55977
2427	316	3	107301	242
2428	413	4	1634	4100
2429	389	7	2	3870435
2430	998	3	44848	1200
2431	644	5	49	218482
2432	835	5	46	338935
2433	749	3	41247	1084
2434	677	4	2504	4976
2435	682	3	41760	1090
2436	772	7	5	4270315
2437	899	3	36257	1300
2438	987	3	43632	1120
2439	725	4	3710	3615
2440	770	4	3582	5708
2441	492	3	25925	984
2442	720	7	1	55496731
2443	761	4	2466	5733
2444	869	3	45458	1365
2445	331	4	1754	3390
2446	362	4	2211	4111
2447	850	3	122630	910
2448	994	4	2207	6850
2449	689	3	38204	1099
2450	493	5	33	230049
2451	919	5	50	275330
2452	486	3	29472	836
2453	408	5	40	167623
2454	445	5	28	259012
2455	463	3	34279	781
2456	420	7	1	19200993
2457	863	5	52	331225
2458	646	5	46	237105
2459	362	5	28	324737
2460	415	3	59345	407
2461	383	4	2457	3502
2462	307	7	3	2130984
2463	770	7	1	39628928
2464	707	3	42507	958
2465	820	3	40285	1345
2466	805	4	2868	5002
2468	849	4	4709	6300
2469	765	5	94	169868
2470	545	5	42	233758
2471	610	7	1	50475609
2472	791	3	52329	925
2473	596	7	4	3379482
2474	931	6	1	525640090
2475	663	5	75	169627
2476	731	4	2513	5586
2477	618	4	3266	3649
2478	428	6	1	108003684
2479	396	6	1	48410345
2480	572	5	191	85796
2481	835	3	43740	1250
2482	555	3	65937	705
2483	373	7	1	14593440
2484	1032	5	65	242835
2485	657	6	1	75209469
2486	322	7	1	17082956
2487	543	5	34	262182
2488	1021	4	2112	7630
2489	411	4	1557	4380
2490	691	7	1	23527381
2491	519	5	55	171809
2492	1008	5	83	195470
2493	744	4	1863	6619
2495	455	4	1854	3693
2496	1101	4	2935	5840
2497	495	4	1986	3753
2498	399	4	2439	2707
2499	989	4	2903	5100
2500	887	4	3037	4680
2501	400	6	1	72269790
2502	522	7	2	9293808
2503	713	3	46714	1001
2504	983	4	3091	6175
2505	819	6	1	514773735
2506	350	3	58122	417
2507	996	5	87	169625
2508	534	7	1	9524310
2509	406	6	1	175701234
2510	591	3	72583	579
2511	341	3	71681	403
2512	788	5	124	124626
2513	668	3	48359	832
2514	1050	4	2658	7260
2515	495	7	2	3726857
2516	726	5	25	524904
2517	1129	6	2	35474465
2518	365	5	82	82633
2519	656	5	37	284471
2520	443	4	1481	4522
2521	983	3	48676	1370
2522	566	5	56	203729
2523	854	3	94733	1285
2524	1090	5	37	430590
2525	524	7	1	19448568
2526	1091	4	2374	6785
2527	689	7	2	5997332
2528	722	7	1	19766496
2529	796	5	54	287109
2530	632	7	3	15602974
2531	1073	5	76	191375
2532	1102	5	69	253905
2533	636	4	1615	6625
2534	1092	4	2722	5930
2535	338	5	39	221273
2536	518	5	38	243166
2537	623	3	44207	918
2538	485	5	42	167720
2539	895	4	2453	5520
2540	957	4	5209	2940
2541	648	3	76558	517
2542	994	3	37322	1420
2543	1010	3	36237	1730
2544	619	4	2347	4910
2545	981	4	2479	6490
2546	449	3	55504	452
2547	392	7	1	7514052
2548	361	4	2774	2675
2549	820	5	49	315400
2550	514	4	2870	3676
2552	655	4	2394	4587
2553	354	4	3746	2050
2554	340	4	4551	2010
2555	466	3	60223	485
2556	400	3	45084	558
2557	801	5	51	258412
2558	480	4	3102	2764
2559	450	3	33084	770
2560	627	3	47427	827
2561	959	4	2830	4530
2562	1067	4	2771	6075
2563	500	4	2755	3515
2564	457	7	1	6670018
2565	690	3	29226	1423
2566	1062	3	43034	1450
2567	983	6	1	505974240
2568	557	3	39108	913
2569	304	3	61299	460
2570	494	7	2	7606364
2571	999	5	130	118770
2572	442	4	3177	2143
2573	887	3	47121	1055
2574	640	5	53	206880
2575	1040	5	68	316190
2576	395	3	57411	414
2577	390	3	38447	590
2578	779	5	89	278266
2579	391	5	69	106806
2580	585	4	2813	4102
2582	939	6	1	182852835
2583	331	3	37022	562
2584	737	7	1	13597788
2585	1125	3	50773	1210
2586	1097	5	49	321550
2587	363	5	59	146886
2588	1127	5	42	383420
2589	721	4	4061	4742
2590	816	4	3186	5230
2591	489	7	1	15461957
2592	394	3	50059	512
2593	545	3	39219	876
2594	1081	3	37426	1510
2595	669	5	70	163876
2596	741	5	46	305473
2597	306	4	7309	1404
2598	642	4	2653	4140
2599	671	5	37	316573
2600	617	5	125	93490
2601	857	3	60350	1045
2602	1108	3	50524	1495
2603	552	7	3	5319709
2604	957	5	155	98745
2605	544	4	1795	5125
2606	322	4	1966	2918
2607	385	5	98	97651
2608	759	5	17	803572
2609	344	4	4021	2157
2610	1070	4	2456	5990
2611	1006	4	4048	4160
2612	954	5	31	491855
2613	459	4	1981	3487
2614	936	5	33	465775
2615	357	4	2109	3621
2616	778	7	4	10795826
2617	854	4	5354	6500
2618	440	3	39244	599
2619	965	4	2714	5125
2620	936	6	1	132882945
2621	364	4	3230	2681
2622	441	4	2179	3789
2623	691	5	34	342408
2624	946	5	32	492960
2626	1085	3	46487	1485
2627	1017	3	41604	1320
2628	544	5	40	229978
2629	893	5	52	322300
2630	760	4	2695	5081
2631	390	7	2	3251101
2632	433	4	1802	3472
2633	557	5	42	242896
2635	791	7	2	6918002
2636	945	4	3502	4640
2637	631	4	2736	4224
2638	459	7	2	3453534
2639	1007	5	46	316310
2640	365	4	3695	1832
2642	583	3	41315	932
2643	986	6	2	100044025
2644	787	4	2292	6688
2646	619	5	20	576238
2647	746	4	1933	6366
2648	642	6	1	346416890
2649	615	7	3	4122130
2650	599	5	37	378589
2651	881	3	41126	1255
2652	964	4	1941	6395
2653	517	4	4050	2344
2654	648	7	3	3772591
2655	1009	3	33803	1740
2656	962	4	1788	7615
2657	345	5	126	74457
2658	631	5	46	251260
2659	535	3	41082	807
2660	345	3	75381	444
2661	375	3	41364	659
2662	697	6	1	164591674
2663	633	4	2952	3773
2664	732	4	2073	6792
2665	639	5	33	330879
2666	1005	3	40019	1310
2667	764	3	42959	1290
2668	636	3	33382	1122
2669	1035	5	57	286435
2670	998	5	66	232875
2671	1033	3	29029	1900
2672	927	4	2231	6010
2673	528	5	53	244414
2674	549	4	4472	2958
2675	518	4	2050	4507
2677	730	3	48226	1012
2678	840	5	55	418380
2679	792	7	1	14428871
2680	316	6	3	77179637
2681	793	3	45533	1159
2682	381	5	141	57140
2683	1061	3	43926	1375
2684	519	3	50366	657
2685	322	5	25	229458
2686	1098	3	32844	1775
2687	321	5	28	200781
2688	517	3	55773	596
2689	1096	4	1806	8085
2690	384	5	67	144411
2691	795	3	78475	655
2692	888	3	43993	1225
2693	839	5	161	124260
2694	610	5	58	248512
2695	559	5	44	236894
2696	553	3	80501	564
2697	487	7	1	7342541
2698	1099	3	35967	1555
2699	590	3	56132	717
2700	1045	3	66641	1365
2701	964	5	38	326545
2702	763	3	42733	1219
2703	668	5	45	255532
2704	812	6	1	882002799
2705	918	5	77	173505
2706	946	3	45662	1210
2707	395	5	157	43393
2708	369	5	28	242244
2709	617	3	58269	702
2710	820	4	2294	6735
2711	1088	3	58748	1185
2712	620	4	2723	3989
2713	880	6	1	147774125
2714	808	3	59302	858
2715	564	5	54	195363
2716	621	4	2652	4169
2717	521	4	1821	5135
2718	812	3	55681	1118
2720	357	7	1	7651164
2721	577	5	36	303178
2722	775	5	112	201447
2723	1116	6	3	134771290
2724	324	5	32	203654
2725	750	3	35194	1269
2727	673	4	3110	4077
2728	510	3	62517	593
2729	333	7	1	5794863
2730	965	3	42056	1160
2731	1011	3	38834	1595
2732	1017	6	1	282079175
2733	773	3	69624	1110
2734	818	4	1946	8085
2735	368	7	1	14448527
2736	1010	4	1865	9615
2737	1093	5	23	722435
2738	1080	5	35	522040
2739	1103	5	45	375470
2740	525	3	53032	652
2741	441	3	41317	699
2742	414	4	1634	4193
2743	794	4	2651	5450
2745	303	5	51	156182
2746	1026	4	2439	7570
2747	739	4	2671	4908
2748	531	3	35108	916
2749	571	5	90	162091
2750	898	3	44353	1095
2751	407	5	39	173367
2752	331	5	24	247717
2753	351	3	48237	508
2754	461	3	44032	539
2755	1102	4	2883	6075
2756	326	4	2293	2565
2757	652	3	61360	648
2758	883	4	1730	8430
2759	1120	4	1816	9020
2760	351	4	2293	3064
2761	526	7	8	2506298
2762	430	3	40328	522
2763	529	4	7592	1709
2764	313	3	57019	397
2765	874	5	52	314640
2766	1087	3	50156	1305
2767	713	5	48	278221
2768	689	5	29	413609
2769	526	4	5398	1884
2770	781	3	75835	1217
2771	912	4	2991	4285
2772	717	5	250	66520
2773	903	6	1	259685215
2774	502	7	1	21168431
2775	456	5	65	101011
2776	305	4	3293	2593
2777	307	3	62588	358
2778	433	7	1	12488895
2779	929	5	53	329930
2780	828	3	53558	850
